Date,Open,High,Low,Close,Volume
2015-10-08,23.8203,23.978,23.8203,23.978,2519.1116383755
2015-10-09,23.9711,23.9711,23.858,23.9374,5419.265373312
2015-10-12,24.1447,24.1447,24.0247,24.0891,2834.630623094
2015-10-13,23.9374,23.9374,23.9374,23.9374,631.037969437
2015-10-15,23.8362,23.8669,23.8362,23.8669,3151.157655687
2015-10-16,24.2875,24.3361,24.2875,24.3193,507.0480808735
2015-10-19,24.3679,24.6139,24.3679,24.605,2519.1116383755
2015-10-20,24.8887,24.8887,24.5961,24.5961,3151.157655687
2015-10-21,24.6526,24.6526,24.6526,24.6526,507.0480808735
2015-10-22,24.7488,24.97,24.7488,24.9611,2644.1095748135
2015-10-23,24.6427,24.6595,24.5593,24.6595,4410.2094509375
2015-10-26,24.6308,24.7012,24.6308,24.6933,631.037969437
2015-10-27,24.6526,24.7012,24.605,24.7012,4156.1813865635
2015-10-28,24.7945,24.8659,24.6139,24.6139,4031.1834501255
2015-10-29,24.6308,24.722,24.6139,24.722,4916.2494839365
2015-10-30,24.5633,24.5633,24.5633,24.5633,251.0039207505
2015-11-02,24.5633,24.5633,24.5633,24.5633,36.289723482
2015-11-03,25.0802,25.0802,24.8589,24.8827,631.037969437
2015-11-04,25.0187,25.0187,24.7806,24.7806,2329.5986379695
2015-11-05,24.8272,24.8272,24.5633,24.6873,29985.392074877
2015-11-06,24.112,24.112,23.7697,23.7697,11337.514444502
2015-11-09,23.858,23.8917,23.4939,23.5802,57265.183654596
2015-11-10,23.8997,23.8997,23.6933,23.8362,34270.603589377
2015-11-11,23.8997,24.0177,23.8034,23.9165,34141.573461441
2015-11-12,23.7013,23.8749,23.7013,23.7697,80381.73751263
2015-11-13,23.6695,23.7072,23.4602,23.4602,59971.792197629
2015-11-16,23.4384,23.5098,23.4384,23.4384,5291.2432932505
2015-11-17,23.8114,23.9552,23.7558,23.8034,32250.475648879
2015-11-18,23.5257,24.0802,21.1934,24.0802,35908.681385439
2015-11-19,24.1348,24.2479,24.1348,24.2171,4410.2094509375
2015-11-20,24.3768,24.4215,24.3768,24.4145,631.037969437
2015-11-23,24.5802,24.6139,24.5425,24.5425,2897.129591313
2015-11-24,24.6209,24.6209,24.1695,24.1695,3151.157655687
2015-11-25,24.1695,24.1695,24.1695,24.1695,129.030127936
2015-11-30,24.605,24.605,24.3828,24.4086,2013.0716053765
2015-12-01,24.5881,24.8093,24.5881,24.8093,7000.8924884025
2015-12-02,24.6933,24.7806,24.3014,24.3014,5540.231118252
2015-12-03,24.105,24.105,23.8203,23.8203,978.8144861395
2015-12-04,24.0594,24.4691,24.0594,24.3014,5419.265373312
2015-12-07,24.3014,24.3014,24.3014,24.3014,129.030127936
2015-12-08,24.0336,24.4145,23.7479,24.3828,5849.7018157235
2015-12-09,24.2171,24.2479,24.2171,24.2479,754.019810126
2015-12-10,24.0504,24.0504,24.0504,24.0504,754.019810126
2015-12-11,23.9552,23.9552,23.9215,23.9215,381.042096561
2015-12-14,24.0247,24.0247,23.8818,23.9939,791.3175814825
2015-12-15,24.3828,24.4383,24.2697,24.2697,5166.2453568125
2015-12-16,24.4919,24.7082,24.4919,24.7082,2013.0716053765
2015-12-17,24.97,24.97,24.6526,24.6774,3024.1436235
2015-12-18,24.5286,24.5484,24.356,24.356,1246.9552207565
2015-12-21,24.4433,24.4433,24.3957,24.3957,502.007841501
2015-12-22,24.6199,24.6199,24.6199,24.6199,249.995872876
2015-12-23,24.6774,24.8609,24.6774,24.8609,5483.78043728
2015-12-24,24.7627,24.8837,24.7627,24.8837,410.2754849215
2015-12-28,24.9006,24.9006,24.8113,24.8173,2648.1417663115
2015-12-29,25.0772,25.2736,25.0772,25.23,4309.4046634875
2015-12-30,25.3331,25.349,25.23,25.23,2538.264547991
2015-12-31,25.1357,25.1883,25.0246,25.0246,45782.510316167
2016-01-04,24.8609,24.8609,24.3659,24.4433,2413.266611553
2016-01-05,24.8202,25.1823,24.8202,25.1823,1884.0414774405
2016-01-06,24.733,25.0256,24.733,24.9413,4640.0443663235
2016-01-07,24.6536,24.6764,24.48,24.482,1927.387536044
2016-01-08,24.482,24.4899,24.1377,24.1635,4972.7001649085
2016-01-11,24.3054,24.3054,24.3054,24.3054,594.748245955
2016-01-12,24.106,24.1635,24.0445,24.0445,2795.3167559885
2016-01-13,24.2677,24.3054,23.7935,23.7935,4029.1673543765
2016-01-14,23.9364,23.9364,23.6755,23.8749,4618.875360959
2016-01-15,23.3908,23.5128,23.3908,23.4711,1606.828311953
2016-01-19,23.6844,23.6844,23.5614,23.6318,5854.742055096
2016-01-20,22.9999,23.1864,22.5664,22.9999,5588.617416228
2016-01-21,23.1765,23.1765,23.1765,23.1765,129.030127936
2016-01-22,23.6467,23.6586,23.6388,23.6586,410.2754849215
2016-01-26,23.7459,23.9592,23.7459,23.8679,661.279405672
2016-01-27,23.6586,23.6586,23.6586,23.6586,1158.2470078005
2016-01-28,23.6586,23.6655,23.4007,23.4007,2058.433759729
2016-01-29,23.2826,23.4314,23.2826,23.4255,653.215022676
2016-02-01,23.7598,23.9215,23.7598,23.9215,929.420140289
2016-02-02,23.8183,23.8183,23.6149,23.6149,1363.8887741985
2016-02-03,23.8183,23.8183,23.3084,23.6417,4713.631861162
2016-02-04,23.6269,23.7905,23.6269,23.7826,1875.9770944445
2016-02-05,23.4404,23.4404,23.3511,23.3511,277.2131654875
2016-02-08,22.5485,22.5485,22.114,22.114,894.1384646815
2016-02-09,22.0039,22.1091,21.7252,21.9384,1687.472141913
2016-02-10,22.4047,22.4047,22.4047,22.4047,368.945522067
2016-02-11,21.9087,21.9087,21.8432,21.8432,957.645480775
2016-02-12,21.8432,22.0724,21.8432,22.0605,2270.123813374
2016-02-17,22.7926,22.8303,22.7311,22.7479,3289.2602144935
2016-02-18,22.8551,23.0336,22.8551,23.0336,4845.6861327215
2016-02-19,22.9999,22.9999,22.9999,22.9999,248.9878250015
2016-02-22,23.3531,23.3967,23.3312,23.3531,1031.2329756135
2016-02-23,23.231,23.231,23.231,23.231,407.251341298
2016-02-24,23.2052,23.2519,23.1993,23.2519,937.484523285
2016-02-25,23.4007,23.4007,23.4007,23.4007,155.239372673
2016-02-26,23.6755,23.6794,23.5683,23.5683,3122.932315201
2016-02-29,23.7747,23.7935,23.5376,23.5376,849.7843582035
2016-03-01,23.9165,24.106,23.9066,24.0991,1058.450268225
2016-03-02,24.2588,24.3649,24.228,24.3649,1625.9812215685
2016-03-03,24.3679,24.4105,24.3679,24.3967,1345.7439124575
2016-03-04,24.474,24.4998,24.4274,24.4671,2121.9407758225
2016-03-07,24.5633,24.5792,24.4512,24.4512,1815.4942219745
2016-03-08,24.4304,24.4304,24.4145,24.4145,748.9795707535
2016-03-09,24.4353,24.4879,24.2736,24.3401,4594.682211971
2016-03-10,24.5951,24.5951,24.227,24.227,1248.9713165055
2016-03-11,24.7012,24.7885,24.7012,24.7885,410.2754849215
2016-03-14,24.9085,24.9542,24.8689,24.8689,3627.9643003255
2016-03-15,24.8758,25.0335,24.8758,25.0335,2813.4616177295
2016-03-16,25.0385,25.0405,24.846,24.846,1651.182418431
2016-03-17,25.6704,25.716,25.6615,25.6754,1244.9391250075
2016-03-18,25.6714,25.7488,25.4631,25.4948,168305.68922227
2016-03-21,25.6208,25.6208,25.3212,25.3659,4212.6320675355
2016-03-22,25.2934,25.4482,25.2885,25.3212,1943.516302036
2016-03-23,25.3272,25.3867,25.228,25.228,3259.0187782585
2016-03-24,25.1238,25.2716,25.096,25.2716,2644.1095748135
2016-03-28,25.1238,25.4948,25.1238,25.4343,3187.447379169
2016-03-29,25.6982,25.9789,25.5276,25.9789,21317.188402052
2016-03-30,26.1942,26.1942,25.9214,25.9254,5142.0522078245
2016-03-31,25.9254,26.0573,25.9254,26.0573,14000.776928931
2016-04-01,25.9442,26.1079,25.9442,26.1079,687.488650409
2016-04-04,26.1436,26.1436,26.0057,26.0702,6474.6914979135
2016-04-05,25.845,25.845,25.8242,25.8381,385.074288059
2016-04-06,25.8688,25.9105,25.8023,25.9105,725.79446964
2016-04-07,25.9531,25.9531,25.6992,25.6992,2621.9325215745
2016-04-08,26.0801,26.1257,25.9422,25.9422,2328.590590095
2016-04-11,25.97,26.09,25.9214,25.9254,3874.936029578
2016-04-12,25.9978,26.0801,25.9978,26.0394,1630.0134130665
2016-04-13,26.0394,26.0573,25.8847,25.9383,3493.893933017
2016-04-14,25.9006,25.9006,25.7984,25.8361,4461.619892537
2016-04-15,25.8361,26.0136,25.8361,26.0136,903.210895552
2016-04-18,26.0295,26.1109,25.8023,26.1109,1182.4401567885
2016-04-19,26.2557,26.2557,25.9631,26.0206,40433.80829407
2016-04-20,25.9323,25.9422,25.7319,25.7637,2208.6328930295
2016-04-21,25.6268,25.6446,25.1238,25.1655,1597.7558810825
2016-04-22,25.4343,25.6039,25.3748,25.4869,3000.9585223865
2016-04-25,25.5226,25.6645,25.5226,25.6645,2760.035080381
2016-04-26,25.9075,25.9075,25.7408,25.7408,3060.433346982
2016-04-27,25.6208,25.6387,25.5236,25.6387,1433.444077539
2016-04-28,26.8569,26.8569,25.6664,25.6664,1371.9531571945
2016-04-29,25.6387,25.6387,25.1853,25.4254,24758.663845595
2016-05-02,25.2716,25.7706,25.2716,25.6902,4646.0926535705
2016-05-03,25.6079,25.8182,25.6079,25.8182,5672.2853898115
2016-05-04,25.6595,26.1942,25.6595,26.1942,2051.3774246075
2016-05-05,26.2021,26.2259,26.1724,26.216,3259.0187782585
2016-05-06,26.1317,26.468,26.1148,26.3559,4623.9156003315
2016-05-09,26.5593,26.6565,26.5345,26.6188,6432.3534871845
2016-05-10,26.8906,26.8906,26.6654,26.72,9458.5132064335
2016-05-11,26.8073,26.8073,26.1188,26.2329,8814.370614628
2016-05-12,26.3093,26.4134,26.0702,26.3202,4390.0484934475
2016-05-13,26.2736,26.7299,25.8529,25.9432,4519.0786213835
2016-05-16,26.0206,26.3281,26.0206,26.2984,8622.841518473
2016-05-17,25.9254,26.0057,25.8609,25.8609,2899.145687062
2016-05-18,25.8777,25.8777,25.222,25.222,7083.5524141115
2016-05-19,25.1476,25.2438,25.104,25.1694,3666.2701195565
2016-05-20,25.3182,25.3579,25.2964,25.3411,3282.203879372
2016-05-23,25.4482,25.4561,25.3956,25.4254,5148.1004950715
2016-05-24,25.6813,25.6982,25.594,25.594,4261.0183655115
2016-05-25,25.845,25.845,25.4948,25.7676,6939.401568058
2016-05-26,25.6645,25.7567,25.6645,25.7488,1288.285183611
2016-05-27,25.9174,25.9422,25.8133,25.849,1806.421791104
2016-05-31,25.9323,25.9323,25.6992,25.8609,3115.8759800795
2016-06-01,25.723,25.7726,25.6287,25.7637,3093.6989268405
2016-06-02,25.7885,25.845,25.7885,25.845,962.6857201475
2016-06-03,25.8529,26.0573,25.8529,25.9631,2987.853900018
2016-06-06,25.9978,25.9978,25.845,25.972,3842.678497594
2016-06-07,25.972,26.1178,25.9254,25.9938,3022.127527751
2016-06-08,25.9789,26.1257,25.966,26.1188,3264.059017631
2016-06-09,26.1357,26.1753,26.0414,26.1753,7487.779611786
2016-06-10,26.0206,26.0871,26.0206,26.0494,2032.224514992
2016-06-13,26.2101,26.2378,26.0394,26.0394,7144.0352865815
2016-06-14,25.9482,26.0057,25.8857,25.9174,6081.5528268585
2016-06-15,26.1863,26.2646,26.1863,26.1863,10584.50268225
2016-06-16,26.0752,26.347,26.0732,26.3182,8865.7810562275
2016-06-17,26.1565,26.3053,26.0583,26.2775,8337.5639699895
2016-06-20,26.5404,26.5404,26.3053,26.3053,5993.852661777
2016-06-21,26.4412,26.5136,26.4412,26.5136,3858.807263586
2016-06-22,26.4601,26.5225,26.4045,26.4888,3284.219975121
2016-06-23,26.5712,26.6049,26.5712,26.6049,6493.844407529
2016-06-24,26.1396,26.343,26.0166,26.2696,6986.7798181595
